fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5416929843814238,2.2233167952815434,-1.4325349984078624,1.3122787027078027,-0.1761268095712999,-0.5546983139970627,-0.01021337414185104,1.1610606690899987,0.6080770348701567,-1.3925765019129512,-1.230850008203116,0
-1.0208956606063284,-0.0804959372601086,-0.27251881510268233,1.6730994296702282,-0.08590705957187555,-1.2066572963993702,0.13167186463186875,0.9079148801695534,-0.4525665123744888,0.3452220524826173,-0.17432022371084485,1
1.2553170514619667,-0.8818221051006835,-0.6039520103327336,-0.8526456590667532,-0.3114564345704364,-1.6215402852008385,0.10802432483624878,0.0663761764609972,-0.916598064294024,2.169910534597964,-0.5806778331309489,0
0.29691169901215764,-0.7816563341206115,-0.1896605162951694,0.09952014819520406,0.3200818154255333,-0.19908432359580416,1.7160570309384062,0.6376646460517815,0.8069476999785298,0.8665616188012873,-0.09304870182682434,1
-0.9010949915501028,0.11983560470003468,-0.5210937115252207,-0.9328280428361813,-0.9881045595661183,-1.3251952931997897,-1.4763608414702887,-1.609859452877177,0.1440454829506245,0.1714421970430603,1.694924779621633,1
-1.3802976677750063,0.42033291764025044,1.384647161047575,-0.7524176793549683,0.13964231542668498,-1.0881192995989506,0.39179480238368836,-0.44675717945883187,0.2103357046534165,1.3010112574001798,-0.4181347893629079,1
-1.1406963296625539,0.42033291764025044,-0.6039520103327336,-0.9729192347208953,0.500521315424382,-1.0881192995989506,0.06072924524500885,-0.7888460834053973,0.34291614805899756,-1.1319067187536163,0.1507658638252372,0
-0.30209164626897256,-0.3809932502003244,-0.02394391868014352,0.7510020163218065,-0.6272255595684213,-1.6215402852008385,-1.358123142492189,0.7710793185909424,0.011465039545043439,0.1714421970430603,-0.5806778331309489,1
-0.30209164626897256,0.5204986886203223,-0.7696686079477595,1.943714974892048,-0.040797184572163706,-0.2583533219960139,0.20261448401872864,1.441573570326235,-0.7177273991856509,0.2583321247628388,-1.068306964435075,0
-0.30209164626897256,0.6206644596003943,0.058914380127369416,-0.7524176793549683,0.22986206542610899,0.30470216280597884,1.6924094911427863,-0.2962380617223826,-0.25369584726611866,1.0403414742408443,-0.4181347893629079,0
1.7345197276868713,-1.3826509600010426,0.9703556670100109,-0.9729192347208953,-0.3114564345704364,-1.0288503011987409,-0.9561149659666496,-0.63490607662946,-1.1154687294023942,0.6058918356419528,0.3945804294773002,1
-1.1406963296625539,0.01966983371996332,0.058914380127369416,-0.5519617199313983,-0.26634655957072423,0.8677576476079717,1.314048854412867,-0.959890535378699,0.8069476999785298,0.2583321247628388,0.8822095607814248,1
-1.0208956606063284,-0.481159021180396,-1.5153932972153752,0.6708196325523784,0.0945324404269728,3.89047656601867,1.6214668717559264,0.5829304214203144,-0.916598064294024,-1.6532462850722869,-1.1495784863190954,0
-0.5416929843814238,3.4253060470424055,-1.763968193637914,-0.3314601645654713,0.6358509404235182,-0.1398153251955944,1.361343934004107,0.5316170858283352,0.2103357046534165,-0.08922758611627521,-1.3121215300871365,0
2.812725749192904,-0.8818221051006835,0.721780770587472,-0.8726912550091103,0.04942256542726063,-1.1473882979991605,-0.8142297271929299,0.3982024132892123,-0.6514371774828619,1.4747911128397369,-0.4181347893629079,0
1.2553170514619667,1.6223221694011125,0.30748927654990776,-0.10093581122836592,-0.5821156845687091,-0.495429315596853,-1.0743526649447495,-0.686219412221439,-0.18740562556332668,0.43211198020239583,1.694924779621633,1
0.8959150442932878,0.2200013756801066,-0.9353852055627851,0.7710476122641634,0.13964231542668498,1.28264063640944,1.243106235026007,0.8873895459327769,-0.7177273991856509,-0.7843470078745023,-0.9870354425510529,1
0.17711102995593203,-0.2808274792202525,0.9703556670100109,-0.8125544671820393,-0.040797184572163706,0.275067663605874,-0.48316417005425033,-1.151460321588777,-0.18740562556332668,-0.08922758611627521,1.1260241264334878,1
