fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5416929843814238,2.223316795281544,-1.4325349984078624,1.312278702707803,-0.1761268095712999,-0.5546983139970627,-0.01021337414185104,1.1610606690899987,0.6080770348701567,-1.3925765019129512,-1.230850008203116,0
-1.0208956606063284,-0.0804959372601086,-0.27251881510268233,1.6730994296702282,-0.08590705957187555,-1.2066572963993702,0.13167186463186875,0.9079148801695534,-0.4525665123744888,0.3452220524826173,-0.17432022371084485,1
1.2553170514619667,-0.8818221051006835,-0.6039520103327336,-0.8526456590667532,-0.3114564345704364,-1.6215402852008385,0.10802432483624877,0.0663761764609972,-0.9165980642940241,2.169910534597964,-0.5806778331309489,0
0.29691169901215764,-0.7816563341206115,-0.1896605162951694,0.09952014819520406,0.3200818154255333,-0.19908432359580416,1.7160570309384062,0.6376646460517815,0.8069476999785298,0.8665616188012873,-0.09304870182682434,1
-0.9010949915501028,0.11983560470003468,-0.5210937115252207,-0.9328280428361811,-0.9881045595661184,-1.3251952931997897,-1.476360841470289,-1.6098594528771768,0.1440454829506245,0.1714421970430603,1.694924779621633,1
-1.3802976677750065,0.4203329176402504,1.3846471610475748,-0.7524176793549683,0.13964231542668498,-1.0881192995989506,0.3917948023836884,-0.4467571794588319,0.2103357046534165,1.3010112574001798,-0.4181347893629079,1
-1.140696329662554,0.4203329176402504,-0.6039520103327336,-0.9729192347208953,0.500521315424382,-1.0881192995989506,0.06072924524500885,-0.7888460834053973,0.3429161480589976,-1.1319067187536165,0.1507658638252372,0
-0.30209164626897256,-0.3809932502003244,-0.02394391868014352,0.7510020163218065,-0.6272255595684213,-1.6215402852008385,-1.3581231424921891,0.7710793185909424,0.01146503954504344,0.1714421970430603,-0.5806778331309489,1
-0.30209164626897256,0.5204986886203223,-0.7696686079477595,1.9437149748920481,-0.040797184572163706,-0.2583533219960139,0.20261448401872864,1.441573570326235,-0.7177273991856509,0.2583321247628388,-1.068306964435075,0
-0.30209164626897256,0.6206644596003943,0.058914380127369416,-0.7524176793549683,0.22986206542610896,0.30470216280597884,1.6924094911427865,-0.2962380617223826,-0.25369584726611866,1.0403414742408443,-0.4181347893629079,0
1.7345197276868711,-1.3826509600010426,0.9703556670100107,-0.9729192347208953,-0.3114564345704364,-1.0288503011987409,-0.9561149659666496,-0.63490607662946,-1.1154687294023942,0.6058918356419528,0.3945804294773002,1
-1.140696329662554,0.01966983371996332,0.058914380127369416,-0.5519617199313983,-0.26634655957072423,0.8677576476079717,1.314048854412867,-0.9598905353786992,0.8069476999785298,0.2583321247628388,0.8822095607814248,1
-1.0208956606063284,-0.481159021180396,-1.5153932972153752,0.6708196325523784,0.0945324404269728,3.89047656601867,1.6214668717559264,0.5829304214203144,-0.9165980642940241,-1.6532462850722869,-1.1495784863190954,0
-0.5416929843814238,3.425306047042405,-1.7639681936379141,-0.3314601645654713,0.6358509404235182,-0.1398153251955944,1.361343934004107,0.5316170858283352,0.2103357046534165,-0.08922758611627521,-1.3121215300871365,0
2.812725749192904,-0.8818221051006835,0.721780770587472,-0.8726912550091103,0.04942256542726063,-1.1473882979991603,-0.8142297271929299,0.3982024132892123,-0.6514371774828619,1.4747911128397369,-0.4181347893629079,0
1.2553170514619667,1.6223221694011123,0.30748927654990776,-0.10093581122836592,-0.5821156845687091,-0.495429315596853,-1.0743526649447497,-0.686219412221439,-0.18740562556332668,0.43211198020239583,1.694924779621633,1
0.8959150442932878,0.2200013756801066,-0.9353852055627851,0.7710476122641634,0.13964231542668498,1.2826406364094398,1.2431062350260071,0.8873895459327769,-0.7177273991856509,-0.7843470078745023,-0.9870354425510528,1
0.17711102995593206,-0.2808274792202525,0.9703556670100107,-0.8125544671820393,-0.040797184572163706,0.275067663605874,-0.4831641700542503,-1.151460321588777,-0.18740562556332668,-0.08922758611627521,1.1260241264334878,1
-2.458503689281041,0.6206644596003943,-2.7582677793280683,0.02936056239695464,-0.80766505956727,-0.1398153251955944,0.5809751207486481,-0.03625049472296103,1.138398808492481,1.0403414742408443,-0.4994063112469284,1
-0.5416929843814238,0.01966983371996332,0.9703556670100107,0.4503180771864515,0.500521315424382,0.6899506524073423,1.999827508485846,0.8668642116959624,-0.18740562556332668,0.1714421970430603,-1.1495784863190954,0
0.4167123680683843,-0.481159021180396,0.3903475753574207,-0.050821821372473416,0.9516200654215032,-0.9103123043983212,-1.145295284331609,0.3263637434604188,-0.12111540386053762,2.6043601731968566,-0.6619493550149709,0
-1.2604969987187806,-0.3809932502003244,0.8874973682024979,-0.5720073158737553,-0.7625551845675578,-1.799347280401468,-0.69599202821483,-0.925681644984046,2.2653325774399184,-0.5236772247151672,0.9634810826654452,0
0.29691169901215764,0.01966983371996332,-0.6039520103327336,-0.7123264874702543,-0.3114564345704364,0.8677576476079717,-0.4831641700542503,-1.0967260969573098,-0.8503078425912319,0.8665616188012873,0.5571234732453413,1
-0.42189231532519816,0.01966983371996332,-0.6868103091402465,-0.31141456862311434,-0.7625551845675578,1.104833641208811,-0.2466887720980507,-1.1172514311941244,-0.12111540386053762,-0.4367872969953887,1.3698386920855494,1
-0.30209164626897256,0.11983560470003468,0.4732058741649337,0.07947455225284714,-0.6723354345681335,-0.7917743075979018,-0.9561149659666496,-0.925681644984046,-0.25369584726611866,2.6912501009166347,1.938739345273696,1
0.057310360899706425,0.2200013756801066,-1.0182435043702982,1.8735553890937984,0.4554114404246695,0.8084886492077619,0.4863849615661682,1.4586780155235612,-0.5188567340772808,-0.08922758611627521,-1.230850008203116,0
